"","activity","subject","measurement","average"
"1138","WALKING_DOWNSTAIRS",17,"fBodyAcc.std...X",-0.559142964689676
"1139","WALKING_DOWNSTAIRS",17,"fBodyAcc.std...Y",-0.542590163514454
"1140","WALKING_DOWNSTAIRS",17,"fBodyAcc.std...Z",-0.629065517609145
"1141","WALKING_DOWNSTAIRS",17,"fBodyAccJerk.mean...X",-0.692948207482301
"1142","WALKING_DOWNSTAIRS",17,"fBodyAccJerk.mean...Y",-0.669598735445428
"1143","WALKING_DOWNSTAIRS",17,"fBodyAccJerk.mean...Z",-0.786440272035398
"1144","WALKING_DOWNSTAIRS",17,"fBodyAccJerk.std...X",-0.649348718874041
"1145","WALKING_DOWNSTAIRS",17,"fBodyAccJerk.std...Y",-0.635163006465487
"1146","WALKING_DOWNSTAIRS",17,"fBodyAccJerk.std...Z",-0.808333054336283
"1147","WALKING_DOWNSTAIRS",17,"fBodyAccMag.mean..",-0.616776986006785
"1148","WALKING_DOWNSTAIRS",17,"fBodyAccMag.std..",-0.661980075745723
"1149","WALKING_DOWNSTAIRS",17,"fBodyBodyAccJerkMag.mean..",-0.672302752918879
"1150","WALKING_DOWNSTAIRS",17,"fBodyBodyAccJerkMag.std..",-0.666929054969322
"1151","WALKING_DOWNSTAIRS",17,"fBodyBodyGyroMag.mean..",-0.750925804837758
"1152","WALKING_DOWNSTAIRS",17,"fBodyGyro.mean...X",-0.706700939954277
"1153","WALKING_DOWNSTAIRS",17,"fBodyGyro.mean...Y",-0.75655421820059
"1154","WALKING_DOWNSTAIRS",17,"fBodyGyro.mean...Z",-0.704461092123894
"1155","WALKING_DOWNSTAIRS",17,"fBodyGyro.std...X",-0.751468354340413
"1156","WALKING_DOWNSTAIRS",17,"fBodyGyro.std...Y",-0.742303506283186
"1157","WALKING_DOWNSTAIRS",17,"fBodyGyro.std...Z",-0.724259849884956
"1158","WALKING_DOWNSTAIRS",17,"tBodyAcc.mean...X",0.273849441115044
"1159","WALKING_DOWNSTAIRS",17,"tBodyAcc.mean...Y",-0.0175178488555457
"1160","WALKING_DOWNSTAIRS",17,"tBodyAcc.mean...Z",-0.10894543593472
"1161","WALKING_DOWNSTAIRS",17,"tBodyAcc.std...X",-0.575384465440796
"1162","WALKING_DOWNSTAIRS",17,"tBodyAcc.std...Y",-0.531725560539469
"1163","WALKING_DOWNSTAIRS",17,"tBodyAcc.std...Z",-0.633174442559882
"1164","WALKING_DOWNSTAIRS",17,"tBodyAccJerk.mean...X",0.081880267239528
"1165","WALKING_DOWNSTAIRS",17,"tBodyAccJerk.mean...Y",0.0083599305380531
"1166","WALKING_DOWNSTAIRS",17,"tBodyAccJerk.mean...Z",0.00313640220584071
"1167","WALKING_DOWNSTAIRS",17,"tBodyAccJerk.std...X",-0.655962717654867
"1168","WALKING_DOWNSTAIRS",17,"tBodyAccJerk.std...Y",-0.641279470927434
"1169","WALKING_DOWNSTAIRS",17,"tBodyAccJerk.std...Z",-0.798055545516224
"1170","WALKING_DOWNSTAIRS",17,"tBodyAccJerkMag.mean..",-0.671076885553097
"1171","WALKING_DOWNSTAIRS",17,"tBodyAccJerkMag.std..",-0.668331557015634
"1172","WALKING_DOWNSTAIRS",17,"tBodyAccMag.mean..",-0.532690252939646
"1173","WALKING_DOWNSTAIRS",17,"tBodyAccMag.std..",-0.606069140132448
"1174","WALKING_DOWNSTAIRS",17,"tBodyGyro.mean...X",-0.0137199915971209
"1175","WALKING_DOWNSTAIRS",17,"tBodyGyro.mean...Y",-0.0841275327556873
"1176","WALKING_DOWNSTAIRS",17,"tBodyGyro.mean...Z",0.0761605469356047
"1177","WALKING_DOWNSTAIRS",17,"tBodyGyro.std...X",-0.739509361150443
"1178","WALKING_DOWNSTAIRS",17,"tBodyGyro.std...Y",-0.746029348082596
"1179","WALKING_DOWNSTAIRS",17,"tBodyGyro.std...Z",-0.697883518596755
"1180","WALKING_DOWNSTAIRS",17,"tBodyGyroJerk.mean...X",-0.108510381387316
"1181","WALKING_DOWNSTAIRS",17,"tBodyGyroJerk.mean...Y",-0.0389503517365487
"1182","WALKING_DOWNSTAIRS",17,"tBodyGyroJerk.mean...Z",-0.0505134530712979
"1183","WALKING_DOWNSTAIRS",17,"tBodyGyroJerk.std...X",-0.770982322212389
"1184","WALKING_DOWNSTAIRS",17,"tBodyGyroJerk.std...Y",-0.811674344749263
"1185","WALKING_DOWNSTAIRS",17,"tBodyGyroJerk.std...Z",-0.792412597492625
"1186","WALKING_DOWNSTAIRS",17,"tBodyGyroJerkMag.mean..",-0.794708804985251
"1187","WALKING_DOWNSTAIRS",17,"tBodyGyroJerkMag.std..",-0.810882493864307
"1188","WALKING_DOWNSTAIRS",17,"tBodyGyroMag.mean..",-0.649912792768584
"1189","WALKING_DOWNSTAIRS",17,"tBodyGyroMag.std..",-0.730340424530973
"1190","WALKING_DOWNSTAIRS",17,"tGravityAcc.mean...X",0.681018816489676
"1191","WALKING_DOWNSTAIRS",17,"tGravityAcc.mean...Y",0.00208485938053097
"1192","WALKING_DOWNSTAIRS",17,"tGravityAcc.mean...Z",0.00457967780088496
"1193","WALKING_DOWNSTAIRS",17,"tGravityAcc.std...X",-0.969925765014749
"1194","WALKING_DOWNSTAIRS",17,"tGravityAcc.std...Y",-0.956590055339233
"1195","WALKING_DOWNSTAIRS",17,"tGravityAcc.std...Z",-0.946280153185841
"1196","WALKING_DOWNSTAIRS",17,"tGravityAccMag.mean..",-0.532690252939646
"1197","WALKING_DOWNSTAIRS",17,"tGravityAccMag.std..",-0.606069140132448
"1198","WALKING_UPSTAIRS",17,"fBodyAcc.mean...X",-0.994496322758621
"1199","WALKING_UPSTAIRS",17,"fBodyAcc.mean...Y",-0.982367664137931
"1200","WALKING_UPSTAIRS",17,"fBodyAcc.mean...Z",-0.986495766206897
"1201","WALKING_UPSTAIRS",17,"fBodyAcc.std...X",-0.995250992758621
"1202","WALKING_UPSTAIRS",17,"fBodyAcc.std...Y",-0.97835155862069
"1203","WALKING_UPSTAIRS",17,"fBodyAcc.std...Z",-0.978759603793103
"1204","WALKING_UPSTAIRS",17,"fBodyAccJerk.mean...X",-0.994117062068966
"1205","WALKING_UPSTAIRS",17,"fBodyAccJerk.mean...Y",-0.988820999655172
"1206","WALKING_UPSTAIRS",17,"fBodyAccJerk.mean...Z",-0.990597965172414
"1207","WALKING_UPSTAIRS",17,"fBodyAccJerk.std...X",-0.994459398275862
"1208","WALKING_UPSTAIRS",17,"fBodyAccJerk.std...Y",-0.990414811034483
"1209","WALKING_UPSTAIRS",17,"fBodyAccJerk.std...Z",-0.991935782413793
"1210","WALKING_UPSTAIRS",17,"fBodyAccMag.mean..",-0.990007266206896
"1211","WALKING_UPSTAIRS",17,"fBodyAccMag.std..",-0.98628791137931
"1212","WALKING_UPSTAIRS",17,"fBodyBodyAccJerkMag.mean..",-0.993005947241379
"1213","WALKING_UPSTAIRS",17,"fBodyBodyAccJerkMag.std..",-0.992630932068965
"1214","WALKING_UPSTAIRS",17,"fBodyBodyGyroMag.mean..",-0.986607555172414
"1215","WALKING_UPSTAIRS",17,"fBodyGyro.mean...X",-0.985993540344828
"1216","WALKING_UPSTAIRS",17,"fBodyGyro.mean...Y",-0.987392253103448
"1217","WALKING_UPSTAIRS",17,"fBodyGyro.mean...Z",-0.988668107931034
"1218","WALKING_UPSTAIRS",17,"fBodyGyro.std...X",-0.987354722068966
"1219","WALKING_UPSTAIRS",17,"fBodyGyro.std...Y",-0.98380969137931
"1220","WALKING_UPSTAIRS",17,"fBodyGyro.std...Z",-0.988732922758621
"1221","WALKING_UPSTAIRS",17,"tBodyAcc.mean...X",0.276134936206897
"1222","WALKING_UPSTAIRS",17,"tBodyAcc.mean...Y",-0.0178192998868966
"1223","WALKING_UPSTAIRS",17,"tBodyAcc.mean...Z",-0.112173902413793
"1224","WALKING_UPSTAIRS",17,"tBodyAcc.std...X",-0.99504124
"1225","WALKING_UPSTAIRS",17,"tBodyAcc.std...Y",-0.979413535862069
"1226","WALKING_UPSTAIRS",17,"tBodyAcc.std...Z",-0.980976484137931
"1227","WALKING_UPSTAIRS",17,"tBodyAccJerk.mean...X",0.0758626965517241
"1228","WALKING_UPSTAIRS",17,"tBodyAccJerk.mean...Y",0.0100040808789655
"1229","WALKING_UPSTAIRS",17,"tBodyAccJerk.mean...Z",-0.00236484369931035
"1230","WALKING_UPSTAIRS",17,"tBodyAccJerk.std...X",-0.994019934482759
"1231","WALKING_UPSTAIRS",17,"tBodyAccJerk.std...Y",-0.989158120689655
"1232","WALKING_UPSTAIRS",17,"tBodyAccJerk.std...Z",-0.992004427241379
"1233","WALKING_UPSTAIRS",17,"tBodyAccJerkMag.mean..",-0.993245806206897
"1234","WALKING_UPSTAIRS",17,"tBodyAccJerkMag.std..",-0.993375015172414
"1235","WALKING_UPSTAIRS",17,"tBodyAccMag.mean..",-0.985418968275862
"1236","WALKING_UPSTAIRS",17,"tBodyAccMag.std..",-0.986826527241379
"1237","WALKING_UPSTAIRS",17,"tBodyGyro.mean...X",-0.0257577297931034
"1238","WALKING_UPSTAIRS",17,"tBodyGyro.mean...Y",-0.0661512840241379
"1239","WALKING_UPSTAIRS",17,"tBodyGyro.mean...Z",0.087130975137931
"1240","WALKING_UPSTAIRS",17,"tBodyGyro.std...X",-0.986979955517241
"1241","WALKING_UPSTAIRS",17,"tBodyGyro.std...Y",-0.985073170689655
"1242","WALKING_UPSTAIRS",17,"tBodyGyro.std...Z",-0.987937566551724
"1243","WALKING_UPSTAIRS",17,"tBodyGyroJerk.mean...X",-0.100183297172414
"1244","WALKING_UPSTAIRS",17,"tBodyGyroJerk.mean...Y",-0.0417622900689655
"1245","WALKING_UPSTAIRS",17,"tBodyGyroJerk.mean...Z",-0.0547796899655172
"1246","WALKING_UPSTAIRS",17,"tBodyGyroJerk.std...X",-0.991854138275862
"1247","WALKING_UPSTAIRS",17,"tBodyGyroJerk.std...Y",-0.993318104482759
"1248","WALKING_UPSTAIRS",17,"tBodyGyroJerk.std...Z",-0.993400307586207
"1249","WALKING_UPSTAIRS",17,"tBodyGyroJerkMag.mean..",-0.994309820689655
"1250","WALKING_UPSTAIRS",17,"tBodyGyroJerkMag.std..",-0.993276945862069
"1251","WALKING_UPSTAIRS",17,"tBodyGyroMag.mean..",-0.983299607586207
"1252","WALKING_UPSTAIRS",17,"tBodyGyroMag.std..",-0.981656969655172
"1253","WALKING_UPSTAIRS",17,"tGravityAcc.mean...X",0.908399606896552
"1254","WALKING_UPSTAIRS",17,"tGravityAcc.mean...Y",-0.198659870344828
"1255","WALKING_UPSTAIRS",17,"tGravityAcc.mean...Z",-0.278195591724138
"1256","WALKING_UPSTAIRS",17,"tGravityAcc.std...X",-0.993349445862069
"1257","WALKING_UPSTAIRS",17,"tGravityAcc.std...Y",-0.984760977241379
"1258","WALKING_UPSTAIRS",17,"tGravityAcc.std...Z",-0.98129168137931
"1259","WALKING_UPSTAIRS",17,"tGravityAccMag.mean..",-0.985418968275862
"1260","WALKING_UPSTAIRS",17,"tGravityAccMag.std..",-0.986826527241379
"1261","LAYING",18,"fBodyAcc.mean...X",-0.714227764615385
"1262","LAYING",18,"fBodyAcc.mean...Y",-0.663659666593407
"1263","LAYING",18,"fBodyAcc.mean...Z",-0.761229192087912
"1264","LAYING",18,"fBodyAcc.std...X",-0.687850549203297
"1265","LAYING",18,"fBodyAcc.std...Y",-0.632838238002747
"1266","LAYING",18,"fBodyAcc.std...Z",-0.694874090513736
"1267","LAYING",18,"fBodyAccJerk.mean...X",-0.750020077252747
"1268","LAYING",18,"fBodyAccJerk.mean...Y",-0.744113444532967
"1269","LAYING",18,"fBodyAccJerk.mean...Z",-0.833032083021978
"1270","LAYING",18,"fBodyAccJerk.std...X",-0.742517893708791
"1271","LAYING",18,"fBodyAccJerk.std...Y",-0.739197834642857
"1272","LAYING",18,"fBodyAccJerk.std...Z",-0.860168954615385
"1273","LAYING",18,"fBodyAccMag.mean..",-0.697732862178571
"1274","LAYING",18,"fBodyAccMag.std..",-0.733904051236264
"1275","LAYING",18,"fBodyBodyAccJerkMag.mean..",-0.742323821887363
"1276","LAYING",18,"fBodyBodyAccJerkMag.std..",-0.750189976318681
"1277","LAYING",18,"fBodyBodyGyroMag.mean..",-0.816286626730769
"1278","LAYING",18,"fBodyGyro.mean...X",-0.787757637521978
"1279","LAYING",18,"fBodyGyro.mean...Y",-0.816385880247253
"1280","LAYING",18,"fBodyGyro.mean...Z",-0.755926770686813
"1281","LAYING",18,"fBodyGyro.std...X",-0.812175241332418
"1282","LAYING",18,"fBodyGyro.std...Y",-0.759665554340659
"1283","LAYING",18,"fBodyGyro.std...Z",-0.766381665384615
"1284","LAYING",18,"tBodyAcc.mean...X",0.276324152142857
"1285","LAYING",18,"tBodyAcc.mean...Y",-0.0172831546595266
"1286","LAYING",18,"tBodyAcc.mean...Z",-0.108112251068681
"1287","LAYING",18,"tBodyAcc.std...X",-0.694616884972527
"1288","LAYING",18,"tBodyAcc.std...Y",-0.627117507326923
"1289","LAYING",18,"tBodyAcc.std...Z",-0.701596039615385
"1290","LAYING",18,"tBodyAccJerk.mean...X",0.077480921531044
"1291","LAYING",18,"tBodyAccJerk.mean...Y",0.0128850449171841
"1292","LAYING",18,"tBodyAccJerk.mean...Z",0.000848545124184616
"1293","LAYING",18,"tBodyAccJerk.std...X",-0.734644450054945
"1294","LAYING",18,"tBodyAccJerk.std...Y",-0.732969175274725
"1295","LAYING",18,"tBodyAccJerk.std...Z",-0.847257765851648
"1296","LAYING",18,"tBodyAccJerkMag.mean..",-0.753904676895604
"1297","LAYING",18,"tBodyAccJerkMag.std..",-0.745212812708791
"1298","LAYING",18,"tBodyAccMag.mean..",-0.658370952115385
"1299","LAYING",18,"tBodyAccMag.std..",-0.689671890376374
"1300","LAYING",18,"tBodyGyro.mean...X",-0.0373993798891484
"1301","LAYING",18,"tBodyGyro.mean...Y",-0.0678200104982143
"1302","LAYING",18,"tBodyGyro.mean...Z",0.0908402866868132
"1303","LAYING",18,"tBodyGyro.std...X",-0.804533729046703
"1304","LAYING",18,"tBodyGyro.std...Y",-0.777361713653846
"1305","LAYING",18,"tBodyGyro.std...Z",-0.745612483131868
"1306","LAYING",18,"tBodyGyroJerk.mean...X",-0.0944029581558242
"1307","LAYING",18,"tBodyGyroJerk.mean...Y",-0.044169186546978
"1308","LAYING",18,"tBodyGyroJerk.mean...Z",-0.0568482569002198
"1309","LAYING",18,"tBodyGyroJerk.std...X",-0.842893477884615
"1310","LAYING",18,"tBodyGyroJerk.std...Y",-0.884050472967033
"1311","LAYING",18,"tBodyGyroJerk.std...Z",-0.83861466293956
"1312","LAYING",18,"tBodyGyroJerkMag.mean..",-0.859899942335165
"1313","LAYING",18,"tBodyGyroJerkMag.std..",-0.88856533728022
"1314","LAYING",18,"tBodyGyroMag.mean..",-0.714735668626374
"1315","LAYING",18,"tBodyGyroMag.std..",-0.775779058758242
"1316","LAYING",18,"tGravityAcc.mean...X",0.716863248351648
"1317","LAYING",18,"tGravityAcc.mean...Y",-0.01578199625
"1318","LAYING",18,"tGravityAcc.mean...Z",0.0899901746593407
"1319","LAYING",18,"tGravityAcc.std...X",-0.980138675796703
"1320","LAYING",18,"tGravityAcc.std...Y",-0.969542030412088
"1321","LAYING",18,"tGravityAcc.std...Z",-0.959434177692308
"1322","LAYING",18,"tGravityAccMag.mean..",-0.658370952115385
"1323","LAYING",18,"tGravityAccMag.std..",-0.689671890376374
"1324","WALKING_DOWNSTAIRS",19,"fBodyAcc.mean...X",-0.587050355097528
"1325","WALKING_DOWNSTAIRS",19,"fBodyAcc.mean...Y",-0.521888076609778
"1326","WALKING_DOWNSTAIRS",19,"fBodyAcc.mean...Z",-0.647026298284028
"1327","WALKING_DOWNSTAIRS",19,"fBodyAcc.std...X",-0.5708979748225
"1328","WALKING_DOWNSTAIRS",19,"fBodyAcc.std...Y",-0.530901585022361
"1329","WALKING_DOWNSTAIRS",19,"fBodyAcc.std...Z",-0.680291382637222
"1330","WALKING_DOWNSTAIRS",19,"fBodyAccJerk.mean...X",-0.593157169174611
"1331","WALKING_DOWNSTAIRS",19,"fBodyAccJerk.mean...Y",-0.596694943936944
"1332","WALKING_DOWNSTAIRS",19,"fBodyAccJerk.mean...Z",-0.680924493180556
"1333","WALKING_DOWNSTAIRS",19,"fBodyAccJerk.std...X",-0.586910128980833
"1334","WALKING_DOWNSTAIRS",19,"fBodyAccJerk.std...Y",-0.572596722878
"1335","WALKING_DOWNSTAIRS",19,"fBodyAccJerk.std...Z",-0.728521901498861
"1336","WALKING_DOWNSTAIRS",19,"fBodyAccMag.mean..",-0.556404444967972
"1337","WALKING_DOWNSTAIRS",19,"fBodyAccMag.std..",-0.689860920113889
"1338","WALKING_DOWNSTAIRS",19,"fBodyBodyAccJerkMag.mean..",-0.576064647812278
"1339","WALKING_DOWNSTAIRS",19,"fBodyBodyAccJerkMag.std..",-0.641089005857778
"1340","WALKING_DOWNSTAIRS",19,"fBodyBodyGyroMag.mean..",-0.636287999799167
"1341","WALKING_DOWNSTAIRS",19,"fBodyGyro.mean...X",-0.553089575942778
"1342","WALKING_DOWNSTAIRS",19,"fBodyGyro.mean...Y",-0.641337299817778
"1343","WALKING_DOWNSTAIRS",19,"fBodyGyro.mean...Z",-0.602625307818389
"1344","WALKING_DOWNSTAIRS",19,"fBodyGyro.std...X",-0.666071315599889
"1345","WALKING_DOWNSTAIRS",19,"fBodyGyro.std...Y",-0.650105402347778
"1346","WALKING_DOWNSTAIRS",19,"fBodyGyro.std...Z",-0.694729075491667
"1347","WALKING_DOWNSTAIRS",19,"tBodyAcc.mean...X",0.269723487105556
"1348","WALKING_DOWNSTAIRS",19,"tBodyAcc.mean...Y",-0.0182031515710306
"1349","WALKING_DOWNSTAIRS",19,"tBodyAcc.mean...Z",-0.118277180099383
"1350","WALKING_DOWNSTAIRS",19,"tBodyAcc.std...X",-0.574658922919194
"1351","WALKING_DOWNSTAIRS",19,"tBodyAcc.std...Y",-0.507035084992639
"1352","WALKING_DOWNSTAIRS",19,"tBodyAcc.std...Z",-0.649184726556944
"1353","WALKING_DOWNSTAIRS",19,"tBodyAccJerk.mean...X",0.0774171147766389
"1354","WALKING_DOWNSTAIRS",19,"tBodyAccJerk.mean...Y",0.0115812421960876
"1355","WALKING_DOWNSTAIRS",19,"tBodyAccJerk.mean...Z",-0.00186198850195833
"1356","WALKING_DOWNSTAIRS",19,"tBodyAccJerk.std...X",-0.571088266146083
"1357","WALKING_DOWNSTAIRS",19,"tBodyAccJerk.std...Y",-0.571311190432222
"1358","WALKING_DOWNSTAIRS",19,"tBodyAccJerk.std...Z",-0.705342976190833
"1359","WALKING_DOWNSTAIRS",19,"tBodyAccJerkMag.mean..",-0.5762252472125
"1360","WALKING_DOWNSTAIRS",19,"tBodyAccJerkMag.std..",-0.601918552871944
"1361","WALKING_DOWNSTAIRS",19,"tBodyAccMag.mean..",-0.531507362111361
"1362","WALKING_DOWNSTAIRS",19,"tBodyAccMag.std..",-0.599552767486306
"1363","WALKING_DOWNSTAIRS",19,"tBodyGyro.mean...X",-0.0385723953346511
"1364","WALKING_DOWNSTAIRS",19,"tBodyGyro.mean...Y",-0.0681420603177778
"1365","WALKING_DOWNSTAIRS",19,"tBodyGyro.mean...Z",0.0883609591559167
"1366","WALKING_DOWNSTAIRS",19,"tBodyGyro.std...X",-0.637789914575556
"1367","WALKING_DOWNSTAIRS",19,"tBodyGyro.std...Y",-0.643866300560306
"1368","WALKING_DOWNSTAIRS",19,"tBodyGyro.std...Z",-0.645682212189167
"1369","WALKING_DOWNSTAIRS",19,"tBodyGyroJerk.mean...X",-0.0895939425055556
"1370","WALKING_DOWNSTAIRS",19,"tBodyGyroJerk.mean...Y",-0.0383208736670278
"1371","WALKING_DOWNSTAIRS",19,"tBodyGyroJerk.mean...Z",-0.0569649444286944
"1372","WALKING_DOWNSTAIRS",19,"tBodyGyroJerk.std...X",-0.618836206634444
"1373","WALKING_DOWNSTAIRS",19,"tBodyGyroJerk.std...Y",-0.725991380623889
"1374","WALKING_DOWNSTAIRS",19,"tBodyGyroJerk.std...Z",-0.686684583831583
"1375","WALKING_DOWNSTAIRS",19,"tBodyGyroJerkMag.mean..",-0.683436541824444
"1376","WALKING_DOWNSTAIRS",19,"tBodyGyroJerkMag.std..",-0.7255986988425
"1377","WALKING_DOWNSTAIRS",19,"tBodyGyroMag.mean..",-0.548919668132222
"1378","WALKING_DOWNSTAIRS",19,"tBodyGyroMag.std..",-0.610093380740278
"1379","WALKING_DOWNSTAIRS",19,"tGravityAcc.mean...X",0.475323016
"1380","WALKING_DOWNSTAIRS",19,"tGravityAcc.mean...Y",0.0964052626666667
"1381","WALKING_DOWNSTAIRS",19,"tGravityAcc.mean...Z",0.233011401195083
"1382","WALKING_DOWNSTAIRS",19,"tGravityAcc.std...X",-0.958290447861111
"1383","WALKING_DOWNSTAIRS",19,"tGravityAcc.std...Y",-0.95925383425
"1384","WALKING_DOWNSTAIRS",19,"tGravityAcc.std...Z",-0.94180028475
"1385","WALKING_DOWNSTAIRS",19,"tGravityAccMag.mean..",-0.531507362111361
"1386","WALKING_DOWNSTAIRS",19,"tGravityAccMag.std..",-0.599552767486306
"1387","LAYING",20,"fBodyAcc.mean...X",-0.612641113666949
"1388","LAYING",20,"fBodyAcc.mean...Y",-0.426398722000395
"1389","LAYING",20,"fBodyAcc.mean...Z",-0.665006945724294
"1390","LAYING",20,"fBodyAcc.std...X",-0.60314894923565
"1391","LAYING",20,"fBodyAcc.std...Y",-0.381534028764124
"1392","LAYING",20,"fBodyAcc.std...Z",-0.647515612457627
"1393","LAYING",20,"fBodyAccJerk.mean...X",-0.652264226931438
"1394","LAYING",20,"fBodyAccJerk.mean...Y",-0.557791286001412
"1395","LAYING",20,"fBodyAccJerk.mean...Z",-0.732835648957627
"1396","LAYING",20,"fBodyAccJerk.std...X",-0.634710081102825
"1397","LAYING",20,"fBodyAccJerk.std...Y",-0.525907610282373
"1398","LAYING",20,"fBodyAccJerk.std...Z",-0.760509114748588
"1399","LAYING",20,"fBodyAccMag.mean..",-0.560278889421186
"1400","LAYING",20,"fBodyAccMag.std..",-0.648306198707062
"1401","LAYING",20,"fBodyBodyAccJerkMag.mean..",-0.584571446817062
"1402","LAYING",20,"fBodyBodyAccJerkMag.std..",-0.597351046813729
"1403","LAYING",20,"fBodyBodyGyroMag.mean..",-0.606970915061638
"1404","LAYING",20,"fBodyGyro.mean...X",-0.626445370827119
"1405","LAYING",20,"fBodyGyro.mean...Y",-0.591039733449633
"1406","LAYING",20,"fBodyGyro.mean...Z",-0.518444509491525
"1407","LAYING",20,"fBodyGyro.std...X",-0.704481841200565
"1408","LAYING",20,"fBodyGyro.std...Y",-0.567588605842655
"1409","LAYING",20,"fBodyGyro.std...Z",-0.575002191142655
"1410","LAYING",20,"tBodyAcc.mean...X",0.268425757926554
"1411","LAYING",20,"tBodyAcc.mean...Y",-0.0175912993773164
"1412","LAYING",20,"tBodyAcc.mean...Z",-0.108029145824294
"1413","LAYING",20,"tBodyAcc.std...X",-0.60484669490339
"1414","LAYING",20,"tBodyAcc.std...Y",-0.369336706508757
"1415","LAYING",20,"tBodyAcc.std...Z",-0.634787346548023
"1416","LAYING",20,"tBodyAccJerk.mean...X",0.079818125480791
"1417","LAYING",20,"tBodyAccJerk.mean...Y",0.00220928707107345
"1418","LAYING",20,"tBodyAccJerk.mean...Z",-0.00450611895602542
"1419","LAYING",20,"tBodyAccJerk.std...X",-0.627098830685593
"1420","LAYING",20,"tBodyAccJerk.std...Y",-0.527174601581921
"1421","LAYING",20,"tBodyAccJerk.std...Z",-0.747362572898305
"1422","LAYING",20,"tBodyAccJerkMag.mean..",-0.619698756735028
"1423","LAYING",20,"tBodyAccJerkMag.std..",-0.588644307467599
"1424","LAYING",20,"tBodyAccMag.mean..",-0.517257429345412
"1425","LAYING",20,"tBodyAccMag.std..",-0.572325820319209
"1426","LAYING",20,"tBodyGyro.mean...X",-0.0242488811785028
"1427","LAYING",20,"tBodyGyro.mean...Y",-0.0789448418069209
"1428","LAYING",20,"tBodyGyro.mean...Z",0.0856280628860452
"1429","LAYING",20,"tBodyGyro.std...X",-0.684586332415254
"1430","LAYING",20,"tBodyGyro.std...Y",-0.573677383024548
"1431","LAYING",20,"tBodyGyro.std...Z",-0.52727797039661
"1432","LAYING",20,"tBodyGyroJerk.mean...X",-0.094982179135
"1433","LAYING",20,"tBodyGyroJerk.mean...Y",-0.0414356124141243
"1434","LAYING",20,"tBodyGyroJerk.mean...Z",-0.0543001277610169
"1435","LAYING",20,"tBodyGyroJerk.std...X",-0.698354145936441
"1436","LAYING",20,"tBodyGyroJerk.std...Y",-0.684280685533898
"1437","LAYING",20,"tBodyGyroJerk.std...Z",-0.636715878557062
"1438","LAYING",20,"tBodyGyroJerkMag.mean..",-0.684048497355932
"1439","LAYING",20,"tBodyGyroJerkMag.std..",-0.683503744537853
"1440","LAYING",20,"tBodyGyroMag.mean..",-0.516861235888701
"1441","LAYING",20,"tBodyGyroMag.std..",-0.580023613494576
"1442","LAYING",20,"tGravityAcc.mean...X",0.628040637177966
"1443","LAYING",20,"tGravityAcc.mean...Y",-0.0373059475847458
"1444","LAYING",20,"tGravityAcc.mean...Z",0.10723075947935
"1445","LAYING",20,"tGravityAcc.std...X",-0.958201862627119
"1446","LAYING",20,"tGravityAcc.std...Y",-0.952506793418079
"1447","LAYING",20,"tGravityAcc.std...Z",-0.940981537502825
"1448","LAYING",20,"tGravityAccMag.mean..",-0.517257429345412
"1449","LAYING",20,"tGravityAccMag.std..",-0.572325820319209
"1450","WALKING_DOWNSTAIRS",21,"fBodyAcc.mean...X",-0.693486097144118
"1451","WALKING_DOWNSTAIRS",21,"fBodyAcc.mean...Y",-0.59377821414902
"1452","WALKING_DOWNSTAIRS",21,"fBodyAcc.mean...Z",-0.707713799021814
"1453","WALKING_DOWNSTAIRS",21,"fBodyAcc.std...X",-0.665349663426471
"1454","WALKING_DOWNSTAIRS",21,"fBodyAcc.std...Y",-0.578748586831863
"1455","WALKING_DOWNSTAIRS",21,"fBodyAcc.std...Z",-0.675588192778676
"1456","WALKING_DOWNSTAIRS",21,"fBodyAccJerk.mean...X",-0.71641413145049
"1457","WALKING_DOWNSTAIRS",21,"fBodyAccJerk.mean...Y",-0.678615118728922
"1458","WALKING_DOWNSTAIRS",21,"fBodyAccJerk.mean...Z",-0.767351986555392
"1459","WALKING_DOWNSTAIRS",21,"fBodyAccJerk.std...X",-0.709800728388235
"1460","WALKING_DOWNSTAIRS",21,"fBodyAccJerk.std...Y",-0.674102360655147
"1461","WALKING_DOWNSTAIRS",21,"fBodyAccJerk.std...Z",-0.794922813673627
"1462","WALKING_DOWNSTAIRS",21,"fBodyAccMag.mean..",-0.658664719514706
"1463","WALKING_DOWNSTAIRS",21,"fBodyAccMag.std..",-0.714345739215931
"1464","WALKING_DOWNSTAIRS",21,"fBodyBodyAccJerkMag.mean..",-0.679742584809363
"1465","WALKING_DOWNSTAIRS",21,"fBodyBodyAccJerkMag.std..",-0.683725127418382
"1466","WALKING_DOWNSTAIRS",21,"fBodyBodyGyroMag.mean..",-0.776473060171569
"1467","WALKING_DOWNSTAIRS",21,"fBodyGyro.mean...X",-0.752040828651961
"1468","WALKING_DOWNSTAIRS",21,"fBodyGyro.mean...Y",-0.759325714811275
"1469","WALKING_DOWNSTAIRS",21,"fBodyGyro.mean...Z",-0.709471420465686
"1470","WALKING_DOWNSTAIRS",21,"fBodyGyro.std...X",-0.811026710110294
"1471","WALKING_DOWNSTAIRS",21,"fBodyGyro.std...Y",-0.771388318823529
"1472","WALKING_DOWNSTAIRS",21,"fBodyGyro.std...Z",-0.728319304730637
